sensor_id,description,dataType,location,type,unit,timeZone,publicAccess,component,componentType,componentDesc,componentPublicAccess,info_sample_rate_(min),info_min_val,info_max_val,info_order_id,info_region,info_basin,info_x_coord_utm_etrs89,info_y_coord_utm_etrs89,info_river_district,info_state,info_province,info_river,info_sub_basin,info_drained_basin_surface(km2),info_municipality,info_tipology,info_responsible_entity
CALC001274,River discharge,NUMBER,41.81351335 1.762733581,14,m³/s,CET,True,082747-007,Capacity,Súria,True,5.0,0.0,360.0,CB-15,BAGES,EL LLOBREGAT,397233,4629811,ACA,In service,BARCELONA,RIU CARDENER,EL CARDENER,964.13,SÚRIA,,
CALC001304,River discharge,NUMBER,42.084907637 1.878475828,14,m³/s,CET,True,081445-001,Capacity,Berga (Olvan),True,5.0,0.0,210.0,LB-05,BERGUEDÀ,EL LLOBREGAT,407241,4659812,ACA,In service,BARCELONA,RIU LLOBREGAT,LLOBREGAT MIG,565.0,BERGA,,
CALC001363,River discharge,NUMBER,41.386564791 2.023355995,14,m³/s,CET,True,082634-001,Capacity,Sant Vicenç dels Horts (escala nova resclosa sifó EMSSA),True,5.0,0.0,1950.0,LB-55,BAIX LLOBREGAT,EL LLOBREGAT,418344,4582131,ACA,In service,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,4842.0,SANT VICENÇ DELS HORTS,,
CALC001367,River discharge,NUMBER,41.233966843 1.33729486,14,m³/s,CET,True,431652-001,Capacity,Vilabella,True,5.0,0.0,40.0,GA-05,ALT CAMP,EL GAIÀ,360657,4566063,ACA,In service,TARRAGONA,RIU GAIÀ,EL GAIÀ,329.73,VILABELLA,,
CALC001389,River discharge,NUMBER,42.334743216 2.859690504,14,m³/s,CET,True,170600-002,Capacity,Boadella d'Empordà,True,5.0,0.0,250.0,MB-05,ALT EMPORDÀ,LA MUGA,488441,4686953,ACA,In service,GIRONA,RIU MUGA,LA MUGA,190.87,BOADELLA I LES ESCAULES,,
CALC001440,River discharge,NUMBER,41.23564348 0.882485011,14,m³/s,CET,True,430496-005,Capacity,Cornudella de Montsant,True,5.0,0.0,60.0,SI-20,PRIORAT,L'EBRE,322544,4567078,ACA,In service,TARRAGONA,RIU SIURANA,RIU DE SIURANA,85.0,CORNUDELLA DE MONTSANT,,
CALC001442,River discharge,NUMBER,41.274316176 0.922458814,14,m³/s,CET,True,430496-003,Capacity,Cornudella de Montsant (Barranc de l'Argentera),True,15.0,0.0,20.0,SI-05,PRIORAT,L'EBRE,325997,4571291,ACA,In service,TARRAGONA,RIU SIURANA,RIU DE SIURANA,12.0,CORNUDELLA DE MONTSANT,,
CALC001446,River discharge,NUMBER,41.484600949 1.933089949,14,m³/s,CET,True,080543-002,Capacity,Castellbisbal (Assut de Salzers),True,5.0,0.0,290.0,LB-30,VALLÈS OCCIDENTAL,EL LLOBREGAT,410931,4593104,ACA,,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,3628.0,CASTELLBISBAL,,
CALC001510,River discharge,NUMBER,41.541509169 1.662624502,14,m³/s,CET,True,081653-001,Capacity,Pobla de Claramunt,True,25.0,0.0,180.0,LB-40,ANOIA,EL LLOBREGAT,388449,4599736,ACA,In service,BARCELONA,RIERA DE CARME,L'ANOIA,100.1,"POBLA DE CLARAMUNT, LA",,
CALC001514,River discharge,NUMBER,41.93593541 1.885335899,14,m³/s,CET,True,081751-008,Capacity,Puig-reig,True,10.0,0.0,130.0,LB-10,BERGUEDÀ,EL LLOBREGAT,407593,4643264,ACA,In service,BARCELONA,RIERA DE MERLES,LLOBREGAT MIG,171.08,PUIG-REIG,,
CALC001532,River discharge,NUMBER,42.135943463 1.673105973,14,m³/s,CET,True,251116-004,Capacity,Guixers (Aigua de Valls),True,15.0,0.0,110.0,CA-10,SOLSONÈS,EL LLOBREGAT,390343,4665722,ACA,In service,LLEIDA,RIERA AIGUA DE VALLS,EL CARDENER,78.0,GUIXERS,,
CALC001538,River discharge,NUMBER,41.142879469 0.936718117,14,m³/s,CET,True,431270-001,Capacity,Duesaigües,True,15.0,0.0,10.0,RR-05,BAIX CAMP,RIERA DE RIUDECANYES,326845,4556670,ACA,In service,TARRAGONA,RIERA DE RIUDECANYES,RIERA DE RIUDECANYES,21.0,DUESAIGÜES,,
CALC001543,River discharge,NUMBER,41.985432993 2.603218761,14,m³/s,CET,True,171899-003,Capacity,Cellera de Ter (Pasteral I),True,5.0,0.0,460.0,TB-05,SELVA,EL TER,467132,4648235,ACA,In service,GIRONA,RIU TER,ALT TER,1799.32,AMER,,
CALC001550,River discharge,NUMBER,42.007056419 1.6524216,14,m³/s,CET,True,251462-001,Capacity,Navès (Aigua d'Ora),True,20.0,0.0,30.0,CB-05,SOLSONÈS,EL LLOBREGAT,388408,4651438,ACA,In service,LLEIDA,RIERA D'AIGUADORA,EL CARDENER,120.16,NAVÈS,,
CALC001553,River discharge,NUMBER,42.31551754 2.917968379,14,m³/s,CET,True,171352-003,Capacity,Pont de Molins,True,5.0,0.0,380.0,MB-10,ALT EMPORDÀ,LA MUGA,493240,4684812,ACA,In service,GIRONA,RIU MUGA,LA MUGA,206.55,PONT DE MOLINS,,
CALC001554,River discharge,NUMBER,41.752629836 2.39745801,14,m³/s,CET,True,081379-001,Capacity,Montseny (la Llavina),True,15.0,0.0,550.0,TO-05,VALLÈS ORIENTAL,LA TORDERA,449906,4622487,ACA,In service,BARCELONA,RIU TORDERA,LA TORDERA,47.33,MONTSENY,,
CALC001590,River discharge,NUMBER,41.249642381 0.911800784,14,m³/s,CET,True,430496-001_2,Capacity,Sortida d'Embassament de Siurana (Cornudella de Montsant),True,5.0,0.0,0.0,,PRIORAT,L'EBRE,325206,4568569,ACA,,TARRAGONA,E. SIURANA,RIU DE SIURANA,60.4,CORNUDELLA DE MONTSANT,Estació d'aforament virtual,AGÈNCIA CATALANA DE L'AIGUA
CALC001598,River discharge,NUMBER,42.015521388 2.725462811,14,m³/s,CET,True,171637-001,Capacity,Sant Gregori (Ginestar de Llémena),True,20.0,0.0,20.0,TB-15,GIRONÈS,EL TER,477269,4651536,ACA,In service,GIRONA,RIERA DE LLEMANA,BAIX TER,77.19,SANT GREGORI,,
CALC001623,River discharge,NUMBER,42.316501288 2.78190903,14,m³/s,CET,True,171714-001,Capacity,Sant Llorenç de la Muga,True,15.0,0.0,650.0,MA-05,ALT EMPORDÀ,LA MUGA,482028,4684941,ACA,In service,GIRONA,RIU MUGA,LA MUGA,109.35,SANT LLORENÇ DE LA MUGA,,
CALC001624,River discharge,NUMBER,42.372325751 2.789149217,14,m³/s,CET,True,171024-001,Capacity,Maçanet de Cabrenys (Arnera),True,15.0,0.0,80.0,MA-10,ALT EMPORDÀ,LA MUGA,482640,4691138,ACA,In service,GIRONA,RIU ARNERA,LA MUGA,71.85,MAÇANET DE CABRENYS,,
CALC001626,River level,NUMBER,41.985432993 2.603218761,19,cm,CET,True,171899-003,Capacity,Cellera de Ter (Pasteral I),True,5.0,0.0,0.0,TB-05,SELVA,EL TER,467132,4648235,ACA,In service,GIRONA,RIU TER,ALT TER,1799.32,AMER,,
CALC001627,River discharge,NUMBER,42.14077635 1.939351733,14,m³/s,CET,True,082994-002,Capacity,Vilada (Riera Vilada),True,15.0,0.0,70.0,LA-25,BERGUEDÀ,EL LLOBREGAT,412353,4665951,ACA,In service,BARCELONA,N/D,ALT LLOBREGAT,32.71,VILADA,,
CALC001630,Canal discharge,NUMBER,42.140275566 1.599623007,35,l/s,CET,True,251116-005,Capacity,Guixers (Cardener) (Monegal),True,15.0,0.0,0.0,CA-05,SOLSONÈS,EL LLOBREGAT,384278,4666300,ACA,In service,LLEIDA,RIU CARDENER,EL CARDENER,55.6,GUIXERS,,
CALC001632,River discharge,NUMBER,42.140275566 1.599623007,14,m³/s,CET,True,251116-005,Capacity,Guixers (Cardener) (Monegal),True,15.0,0.0,10.0,CA-05,SOLSONÈS,EL LLOBREGAT,384278,4666300,ACA,In service,LLEIDA,RIU CARDENER,EL CARDENER,55.6,GUIXERS,,
CALC001635,River discharge,NUMBER,41.253617318 1.651034658,14,m³/s,CET,True,080581-002,Capacity,Sortida d'Embassament de Foix (Castellet i la Gornal),True,5.0,0.0,120.0,,ALT PENEDÈS,EL FOIX,386988,4568011,ACA,,BARCELONA,RIU FOIX,EL FOIX,293.32,CASTELLET I LA GORNAL,Estació d'aforament virtual,AGÈNCIA CATALANA DE L'AIGUA
CALC001643,River level,NUMBER,42.172192162 2.194229581,19,cm,CET,True,171707-001,Capacity,Ripoll,True,5.0,0.0,10.0,TA-10,RIPOLLÈS,EL TER,433448,4669209,ACA,In service,GIRONA,RIU TER,ALT TER,736.91,RIPOLL,,
CALC001658,River discharge,NUMBER,41.592783082 2.542640569,14,m³/s,CET,True,080060-001,Capacity,Arenys de Munt,True,15.0,0.0,90.0,RM-05,MARESME,RIERES DEL MARESME,461882,4604666,ACA,In service,BARCELONA,RIERA ARENYS,RIERES DEL MARESME,11.8,ARENYS DE MUNT,,
CALC001660,River discharge,NUMBER,42.100848824 2.798988336,14,m³/s,CET,True,170561-001,Capacity,Cornellà del Terri,True,15.0,0.0,50.0,TB-40,PLA DE L'ESTANY,EL TER,483379,4660993,ACA,In service,GIRONA,RIU TERRI,BAIX TER,23.78,CORNELLÀ DEL TERRI,,
080180-005-ANA005,River level,NUMBER,41.859536325 1.880218115,19,cm,CET,True,080180-005,Capacity,Balsareny,True,5.0,0.0,10.0,LB-15,BAGES,EL LLOBREGAT,407058,4634787,ACA,In service,BARCELONA,RIU LLOBREGAT,LLOBREGAT MIG,1022.26,BALSARENY,,
080478-006-ANA001,River level,NUMBER,41.920666218 1.696075185,19,cm,CET,True,080478-006,Capacity,Cardona (túnel),True,5.0,0.0,10.0,CB-10,BAGES,EL LLOBREGAT,391877,4641790,ACA,In service,BARCELONA,RIU CARDENER,EL CARDENER,631.0,CARDONA,,
080478-006-ANA003,Canal discharge,NUMBER,41.920666218 1.696075185,35,l/s,CET,True,080478-006,Capacity,Cardona (túnel),True,5.0,0.0,0.0,CB-10,BAGES,EL LLOBREGAT,391877,4641790,ACA,In service,BARCELONA,RIU CARDENER,EL CARDENER,631.0,CARDONA,,
080538-005-ANA001,River level,NUMBER,41.646561643 1.858396556,19,cm,CET,True,080538-005,Capacity,Castellbell i el Vilar,True,5.0,0.0,10.0,LB-25,BAGES,EL LLOBREGAT,404933,4611165,ACA,In service,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,3326.85,CASTELLBELL I EL VILAR,,
080543-002-ANA001,River level,NUMBER,41.484600949 1.933089949,19,cm,CET,True,080543-002,Capacity,Castellbisbal (Assut de Salzers),True,5.0,0.0,0.0,LB-30,VALLÈS OCCIDENTAL,EL LLOBREGAT,410931,4593104,ACA,,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,3628.0,CASTELLBISBAL,,
080826-002-ANA001,River level,NUMBER,41.738958347 2.693885954,19,cm,CET,True,080826-002,Capacity,Fogars de la Selva (Can Simó),True,5.0,0.0,10.0,TO-20,SELVA,LA TORDERA,474545,4620839,ACA,In service,BARCELONA,RIU TORDERA,LA TORDERA,776.56,FOGARS DE LA SELVA,,
080885-001-ANA001,River level,NUMBER,41.697144449 2.284059329,19,cm,CET,True,080885-001,Capacity,Garriga,True,5.0,0.0,0.0,BE-05,VALLÈS ORIENTAL,EL BESÒS,440427,4616399,ACA,In service,BARCELONA,RIU CONGOST,EL CONGOST,146.27,"GARRIGA, LA",,
080996-007-ANA010,River level,NUMBER,42.214385565 1.869705979,19,cm,CET,True,080996-007,Capacity,Guardiola de Berguedà (Llobregat),True,5.0,0.0,0.0,LA-10,BERGUEDÀ,EL LLOBREGAT,406706,4674198,ACA,Limited functionality,BARCELONA,RIU LLOBREGAT,ALT LLOBREGAT,332.58,GUARDIOLA DE BERGUEDÀ,,
081141-002-ANA001,River level,NUMBER,41.47770205 1.929286623,19,cm,CET,True,081141-002,Capacity,Martorell,True,5.0,0.0,0.0,LB-50,BAIX LLOBREGAT,EL LLOBREGAT,410604,4592342,ACA,In service,BARCELONA,RIU ANOIA,L'ANOIA,904.0,MARTORELL,,
081167-001-ANA002,River level,NUMBER,41.984361443 2.289517946,19,cm,CET,True,081167-001,Capacity,Masies de Roda (Ter),True,5.0,0.0,0.0,TA-20,OSONA,EL TER,441145,4648284,ACA,In maintenance,BARCELONA,RIU TER,ALT TER,1137.3,"MASIES DE RODA, LES",,
081167-001-ANA006,Canal discharge,NUMBER,41.984361443 2.289517946,35,l/s,CET,True,081167-001,Capacity,Masies de Roda (Ter),True,,,,TA-20,OSONA,EL TER,441145,4648284,ACA,In maintenance,BARCELONA,RIU TER,ALT TER,1137.3,"MASIES DE RODA, LES",,
081167-001-ANA001,River level,NUMBER,41.983733637 2.289947431,19,cm,CET,True,081167-001_1,Capacity,Masies de Roda (Gurri),True,5.0,0.0,10.0,TA-25,OSONA,EL TER,441180,4648214,ACA,In service,BARCELONA,RIU GURRI,ALT TER,249.75,"MASIES DE RODA, LES",,
081363-002-ANA001,River level,NUMBER,41.546723121 2.265266528,19,cm,CET,True,081363-002,Capacity,Montornès del Vallès (el Mogent),True,,,,BE-10,VALLÈS ORIENTAL,EL BESÒS,438721,4599712,ACA,In service,BARCELONA,RIU MOGENT,RIU MOGENT,181.01,MONTORNÈS DEL VALLÈS,,
081379-001-ANA01,River level,NUMBER,41.752629836 2.39745801,19,cm,CET,True,081379-001,Capacity,Montseny (la Llavina),True,15.0,0.0,10.0,TO-05,VALLÈS ORIENTAL,LA TORDERA,449906,4622487,ACA,In service,BARCELONA,RIU TORDERA,LA TORDERA,47.33,MONTSENY,,
081445-001-ANA002,River level,NUMBER,42.084907637 1.878475828,19,cm,CET,True,081445-001,Capacity,Berga (Olvan),True,5.0,0.0,10.0,LB-05,BERGUEDÀ,EL LLOBREGAT,407241,4659812,ACA,In service,BARCELONA,RIU LLOBREGAT,LLOBREGAT MIG,565.0,BERGA,,
081445-001-ANA003,Canal discharge,NUMBER,42.084907637 1.878475828,35,m³/s,CET,True,081445-001,Capacity,Berga (Olvan),True,5.0,0.0,10.0,LB-05,BERGUEDÀ,EL LLOBREGAT,407241,4659812,ACA,In service,BARCELONA,RIU LLOBREGAT,LLOBREGAT MIG,565.0,BERGA,,
081653-001-ANA01,River level,NUMBER,41.541509169 1.662624502,19,cm,CET,True,081653-001,Capacity,Pobla de Claramunt,True,25.0,0.0,0.0,LB-40,ANOIA,EL LLOBREGAT,388449,4599736,ACA,In service,BARCELONA,RIERA DE CARME,L'ANOIA,100.1,"POBLA DE CLARAMUNT, LA",,
081751-008-ANA01,River level,NUMBER,41.93593541 1.885335899,19,cm,CET,True,081751-008,Capacity,Puig-reig,True,10.0,0.0,10.0,LB-10,BERGUEDÀ,EL LLOBREGAT,407593,4643264,ACA,In service,BARCELONA,RIERA DE MERLES,LLOBREGAT MIG,171.08,PUIG-REIG,,
081918-009-ANA001,River level,NUMBER,41.787629375 1.91716489,19,cm,CET,True,081918-009,Capacity,Sallent,True,5.0,0.0,0.0,LB-20,BAGES,EL LLOBREGAT,410024,4626764,ACA,In service,BARCELONA,RIERA GAVARRESA,LLOBREGAT MIG,452.56,ARTÉS,,
082021-001-ANA002,River level,NUMBER,41.680341221 2.488976096,19,cm,CET,True,082021-001,Capacity,Sant Celoni,True,5.0,0.0,0.0,TO-10,VALLÈS ORIENTAL,LA TORDERA,457467,4614412,ACA,In service,BARCELONA,RIU TORDERA,LA TORDERA,124.62,SANT CELONI,,
082172-002-ANA010,River level,NUMBER,41.351810642 2.046600124,19,cm,CET,True,082172-002,Capacity,Sant Joan Despí,True,5.0,0.0,0.0,LB-60,BAIX LLOBREGAT,EL LLOBREGAT,420245,4578251,ACA,In service,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,4907.79,SANT JOAN DESPÍ,,
082362-001-ANA001,River level,NUMBER,41.458696562 1.664099955,19,cm,CET,True,082362-001,Capacity,Sant Quintí de Mediona,True,5.0,0.0,10.0,LB-35,ALT PENEDÈS,EL LLOBREGAT,388430,4590540,ACA,In service,BARCELONA,RIU RIUDEVITLLES-RIERA DE MEDI,L'ANOIA,68.58,SANT QUINTÍ DE MEDIONA,,
082401-002-ANA001,River level,NUMBER,41.443497484 1.788187977,19,cm,CET,True,082401-002,Capacity,Sant Sadurní d'Anoia,True,5.0,0.0,0.0,LB-45,ALT PENEDÈS,EL LLOBREGAT,398770,4588700,ACA,In service,BARCELONA,RIU ANOIA,L'ANOIA,720.03,SANT SADURNÍ D'ANOIA,,
082457-001-ANA001,River level,NUMBER,41.450597601 2.200589117,19,cm,CET,True,082457-001,Capacity,Santa Coloma de Gramenet (riu),True,5.0,0.0,0.0,BE-20,BARCELONÈS,EL BESÒS,433228,4589088,ACA,In service,BARCELONA,RIU BESÓS,EL BESÒS,1018.25,SANTA COLOMA DE GRAMENET,,
082634-001-ANA013,River level,NUMBER,41.386564791 2.023355995,19,cm,CET,True,082634-001,Capacity,Sant Vicenç dels Horts (escala nova resclosa sifó EMSSA),True,5.0,0.0,0.0,LB-55,BAIX LLOBREGAT,EL LLOBREGAT,418344,4582131,ACA,In service,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,4842.0,SANT VICENÇ DELS HORTS,,
082687-002-ANA01,River level,NUMBER,42.14576021 1.860798151,19,cm,CET,True,082687-002,Capacity,Cercs (riera Peguera),True,15.0,0.0,0.0,LA-15,BERGUEDÀ,EL LLOBREGAT,405869,4666588,ACA,In service,BARCELONA,RIERA DE PEGUERA,ALT LLOBREGAT,27.0,CERCS,,
082747-007-ANA001,River level,NUMBER,41.81351335 1.762733581,19,cm,CET,True,082747-007,Capacity,Súria,True,5.0,0.0,0.0,CB-15,BAGES,EL LLOBREGAT,397233,4629811,ACA,In service,BARCELONA,RIU CARDENER,EL CARDENER,964.13,SÚRIA,,
082858-003-ANA01,River level,NUMBER,42.049547207 2.2646119,19,cm,CET,True,082858-003,Capacity,Torelló (Ges),True,15.0,0.0,0.0,TA-15,OSONA,EL TER,439144,4655539,ACA,In service,BARCELONA,RIU TER,ALT TER,88.02,TORELLÓ,,
082994-002-ANA01,River level,NUMBER,42.14077635 1.939351733,19,cm,CET,True,082994-002,Capacity,Vilada (Riera Vilada),True,15.0,0.0,0.0,LA-25,BERGUEDÀ,EL LLOBREGAT,412353,4665951,ACA,In service,BARCELONA,N/D,ALT LLOBREGAT,32.71,VILADA,,
170059-001-ANA001,River level,NUMBER,42.2377829 2.969057765,19,cm,CET,True,170059-001,Capacity,Santa Llogaia d'Àlguema (riu Manol),True,5.0,0.0,10.0,MB-20,ALT EMPORDÀ,LA MUGA,497447,4676178,ACA,In service,GIRONA,RIU MUGA,LA MUGA,162.88,SANTA LLOGAIA D'ÀLGUEMA,,
170221-002-ANA001,River level,NUMBER,41.964586294 3.03821947,19,cm,CET,True,170221-002,Capacity,Bisbal d'Empordà (Daró),True,5.0,0.0,10.0,DA-10,BAIX EMPORDÀ,EL DARÓ,503167,4645845,ACA,In service,GIRONA,RIU DARO,EL DARÓ,143.82,"BISBAL D'EMPORDÀ, LA",,
170558-002-ANA019,River level,NUMBER,42.076860022 2.991162733,19,cm,CET,True,170558-002,Capacity,Colomers (riu i canal de Sentmenat),True,5.0,0.0,10.0,TB-45,BAIX EMPORDÀ,EL TER,499269,4658310,ACA,In maintenance,GIRONA,RIU TER,BAIX TER,2901.95,COLOMERS,,
170561-001-ANA01,River level,NUMBER,42.100848824 2.798988336,19,cm,CET,True,170561-001,Capacity,Cornellà del Terri,True,75.0,0.0,0.0,TB-40,PLA DE L'ESTANY,EL TER,483379,4660993,ACA,In service,GIRONA,RIU TERRI,BAIX TER,23.78,CORNELLÀ DEL TERRI,,
170600-001-ANA008,Canal discharge,NUMBER,42.340588782 2.835225165,35,l/s,CET,True,170600-001_1,Capacity,Sortida d'Embassament de Darnius Boadella (Darnius),True,5.0,0.0,0.0,,ALT EMPORDÀ,LA MUGA,486262,4687606,ACA,,GIRONA,RIU MUGA,LA MUGA,181.2,DARNIUS,Estació d'aforament virtual,AGÈNCIA CATALANA DE L'AIGUA
170600-001-ANA024,River level,NUMBER,42.334743216 2.859690504,19,cm,CET,True,170600-002,Capacity,Boadella d'Empordà,True,5.0,0.0,0.0,MB-05,ALT EMPORDÀ,LA MUGA,488441,4686953,ACA,In service,GIRONA,RIU MUGA,LA MUGA,190.87,BOADELLA I LES ESCAULES,,
170656-005-ANA001,River level,NUMBER,42.177583121 2.798648637,19,cm,CET,True,170656-005,Capacity,Esponellà,True,5.0,0.0,10.0,FL-20,PLA DE L'ESTANY,EL FLUVIÀ,483371,4669513,ACA,In service,GIRONA,RIU FLUVIÀ,EL FLUVIÀ,803.86,ESPONELLÀ,,
170792-002-ANA001,River level,NUMBER,41.990209392 2.819160445,19,cm,CET,True,170792-002,Capacity,Girona (Ter),True,5.0,0.0,10.0,TB-20,GIRONÈS,EL TER,485021,4648705,ACA,In service,GIRONA,RIU TER,BAIX TER,2257.0,GIRONA,,
171024-001-ANA01,River level,NUMBER,42.372325751 2.789149217,19,cm,CET,True,171024-001,Capacity,Maçanet de Cabrenys (Arnera),True,15.0,0.0,0.0,MA-10,ALT EMPORDÀ,LA MUGA,482640,4691138,ACA,In service,GIRONA,RIU ARNERA,LA MUGA,71.85,MAÇANET DE CABRENYS,,
171143-002-ANA001,River level,NUMBER,42.188664947 2.510031397,19,cm,CET,True,171143-002,Capacity,Olot,True,5.0,0.0,0.0,FL-05,GARROTXA,EL FLUVIÀ,459542,4670840,ACA,In service,GIRONA,RIU FLUVIÀ,EL FLUVIÀ,139.48,OLOT,,
171328-001-ANA001,River level,NUMBER,42.304198759 3.008759796,19,cm,CET,True,171328-001_1,Capacity,Peralada (Llobregat de la Muga),True,5.0,0.0,10.0,MB-15,ALT EMPORDÀ,LA MUGA,500722,4683552,ACA,In service,GIRONA,LLOBREGAT DE LA MUGA,LA MUGA,316.47,PERALADA,,
171352-003-ANA001,River level,NUMBER,42.31551754 2.917968379,19,cm,CET,True,171352-003,Capacity,Pont de Molins,True,5.0,0.0,10.0,MB-10,ALT EMPORDÀ,LA MUGA,493240,4684812,ACA,In service,GIRONA,RIU MUGA,LA MUGA,206.55,PONT DE MOLINS,,
CALC001682,River discharge,NUMBER,41.235213719 0.887663708,14,m³/s,CET,True,430496-002,Capacity,Trasvàs Siurana-Riudecanyes,True,,,,SI-15,PRIORAT,L'EBRE,322544,4567078,ACA,In service,TARRAGONA,RIU SIURANA,RIU DE SIURANA,85.0,CORNUDELLA DE MONTSANT,,
CALC001369,Canal discharge,NUMBER,41.235213719 0.887663708,35,l/s,CET,True,430496-002,Capacity,Trasvàs Siurana-Riudecanyes,True,,,,SI-15,PRIORAT,L'EBRE,322544,4567078,ACA,In service,TARRAGONA,RIU SIURANA,RIU DE SIURANA,85.0,CORNUDELLA DE MONTSANT,,
CALC001665,River discharge,NUMBER,42.247669277 2.604416068,14,m³/s,CET,True,172001-001,Capacity,Tortellà de Llierca,True,15.0,0.0,300.0,FL-10,GARROTXA,EL FLUVIÀ,467366,4677351,ACA,In service,GIRONA,RIU LLIERCA,EL FLUVIÀ,186.0,TORTELLÀ,,
171903-002-ANA01,River level,NUMBER,42.169598883 2.730572556,19,cm,CET,True,171903-002,Capacity,Serinyà,True,15.0,0.0,0.0,FL-15,PLA DE L'ESTANY,EL FLUVIÀ,477746,4668642,ACA,In service,GIRONA,RIU SER,EL FLUVIÀ,114.99,SERINYÀ,,
172001-001-ANA01,River level,NUMBER,42.247669277 2.604416068,19,cm,CET,True,172001-001,Capacity,Tortellà de Llierca,True,,,,FL-10,GARROTXA,EL FLUVIÀ,467366,4677351,ACA,In service,GIRONA,RIU LLIERCA,EL FLUVIÀ,186.0,TORTELLÀ,,
080581-003-ANA01,River level,NUMBER,41.265610897 1.633829253,19,cm,CET,True,080581-003,Capacity,Castellet i la Gornal,True,,,,FO-05,ALT PENEDÈS,EL FOIX,385564,4569143,ACA,In service,BARCELONA,RIU FOIX,EL FOIX,278.9,CASTELLET I LA GORNAL,,
CALC001670,River discharge,NUMBER,41.265610897 1.633829253,14,m³/s,CET,True,080581-003,Capacity,Castellet i la Gornal,True,,,,FO-05,ALT PENEDÈS,EL FOIX,385564,4569143,ACA,In service,BARCELONA,RIU FOIX,EL FOIX,278.9,CASTELLET I LA GORNAL,,
CALC001261,River discharge,NUMBER,41.351810642 2.046600124,14,m³/s,CET,True,082172-002,Capacity,Sant Joan Despí,True,,,,LB-60,BAIX LLOBREGAT,EL LLOBREGAT,420245,4578251,ACA,In service,BARCELONA,RIU LLOBREGAT,BAIX LLOBREGAT,4907.79,SANT JOAN DESPÍ,,
080522-004-ANA01,River level,NUMBER,42.259779296 1.977477661,19,cm,CET,True,080522-004,Capacity,Castellar de n'Hug (Clot del Moro),True,,,,LA-05,BERGUEDÀ,EL LLOBREGAT,415662,4679126,ACA,In service,BARCELONA,RIU LLOBREGAT,ALT LLOBREGAT,28.65,CASTELLAR DE N'HUG,,
CALC001223,River discharge,NUMBER,42.259779296 1.977477661,14,m³/s,CET,True,080522-004,Capacity,Castellar de n'Hug (Clot del Moro),True,,,,LA-05,BERGUEDÀ,EL LLOBREGAT,415662,4679126,ACA,In service,BARCELONA,RIU LLOBREGAT,ALT LLOBREGAT,28.65,CASTELLAR DE N'HUG,,
CALC001126,Total discharge,NUMBER,42.221664291 2.243255294,14,m³/s,CET,True,171674-006,Capacity,Sant Joan de les Abadesses,True,,,,TA-05,RIPOLLÈS,EL TER,437546,4674665,ACA,Limited functionality,GIRONA,RIU TER,ALT TER,301.02,SANT JOAN DE LES ABADESSES,,
CALC001669,River discharge,NUMBER,42.14576021 1.860798151,14,m³/s,CET,True,082687-002,Capacity,Cercs (riera Peguera),True,,,,LA-15,BERGUEDÀ,EL LLOBREGAT,405869,4666588,ACA,In service,BARCELONA,RIERA DE PEGUERA,ALT LLOBREGAT,27.0,CERCS,,
