,080581-002-ANA006,081419-003-ANA005,082687-001-ANA015,083036-001-ANA023,170600-001-ANA021,171899-003-ANA007,250753-004-ANA010,430430-001-ANA002,430496-001-ANA001,430537-001-ANA006,CALC000004,CALC000005,CALC000041,CALC000046,CALC000092,CALC000103,CALC000108,CALC000120,CALC000123,CALC000125,CALC000126,CALC000143,CALC000145,CALC000152,CALC000713,CALC000722,CALC000735,CALC000698,CALC000697,CALC000699,171169-001-ANA009,CALC000168,CALC000158
2024-01-02 18:00:00,97.31,766.49,593.43,380.3548,133.4,188.4146,512.77,78.0998,454.35,195.0992,2.008,7.897,53.6576,12.925,0.791,1.318,0.168,3.158,0.428,3.502,1.1112,86.8126,12.3802,7.4916,22.104,17.74,27.748,14.126,24.188,6.765,300.3522,20.443,47.7134
2024-01-02 12:00:00,97.31,766.5,593.4482,380.4046,133.4048,187.8894,512.78,78.1006,454.36,195.1,2.008,7.9014,53.6736,12.9322,0.791,1.318,0.168,3.158,0.429,3.511,0.95,74.219,12.4572,7.5378,22.124,17.748,27.777,14.133,24.2098,6.772,300.424,20.503,47.853
2024-01-02 06:00:00,97.3198,766.5,593.46,380.4534,133.43,188.003,512.78,78.1006,454.36,195.1,2.0128,7.924,53.8078,12.969,0.791,1.318,0.168,3.158,0.429,3.511,0.984,76.875,12.5332,7.5836,22.137,17.748,27.777,14.133,24.224,6.772,300.3872,20.472,47.7814
2024-01-02 00:00:00,97.32,766.51,593.4644,380.494,133.43,188.1008,512.78,78.1078,454.37,195.1,2.013,7.924,53.8662,12.969,0.792,1.32,0.168,3.158,0.43,3.519,1.0132,79.1566,12.5964,7.6222,22.1412,17.757,27.777,14.14,24.2292,6.772,300.3518,20.4428,47.7126
2024-01-01 18:00:00,97.3204,766.52,593.4864,380.5536,133.43,188.2224,512.78,78.1282,454.37,195.11,2.0132,7.924,53.8558,12.969,0.7948,1.3246,0.169,3.177,0.43,3.519,1.0506,82.078,12.6892,7.6782,22.165,17.767,27.777,14.148,24.2556,6.772,300.3218,20.4176,47.6544
2024-01-01 12:00:00,97.322,766.53,593.5,380.6056,133.44,188.351,512.79,78.1566,454.37,195.11,2.014,7.933,53.8986,12.984,0.798,1.33,0.169,3.177,0.43,3.519,1.091,85.234,12.7704,7.7276,22.18,17.776,27.801,14.155,24.272,6.778,300.2914,20.392,47.5952
2024-01-01 06:00:00,97.328,766.539,593.52,380.6542,133.44,188.4854,512.79,78.1584,454.38,195.12,2.0164,7.933,53.8612,12.984,0.7982,1.3304,0.169,3.177,0.431,3.527,1.1336,88.5628,12.8462,7.7732,22.202,17.785,27.801,14.162,24.296,6.778,300.2544,20.3614,47.5238
2024-01-01 00:00:00,97.32,766.5492,593.52,380.6936,133.44,188.0514,512.79,78.1676,454.38,195.12,2.013,7.933,53.8182,12.984,0.7998,1.3328,0.169,3.177,0.431,3.527,0.9982,77.9846,12.908,7.8108,22.202,17.7942,27.801,14.1694,24.296,6.778,300.3076,20.4054,47.627
2023-12-31 18:00:00,97.3234,766.55,593.54,380.7454,133.47,188.2168,512.79,78.161,454.38,195.1286,2.0146,7.96,53.8184,13.028,0.799,1.332,0.17,3.195,0.431,3.527,1.0488,81.9374,12.9898,7.8604,22.224,17.795,27.801,14.17,24.32,6.778,300.2632,20.3688,47.5406
2023-12-31 12:00:00,97.32,766.55,593.55,380.7992,133.47,188.315,512.79,78.1538,454.39,195.13,2.013,7.96,53.824,13.028,0.798,1.33,0.17,3.195,0.432,3.535,1.0792,84.3126,13.0744,7.9114,22.235,17.795,27.801,14.17,24.332,6.778,300.231,20.3418,47.478
2023-12-31 06:00:00,97.32,766.56,593.56,380.8408,133.47,188.422,512.79,78.1564,454.392,195.13,2.013,7.96,53.824,13.028,0.798,1.33,0.17,3.195,0.432,3.535,1.1138,87.0154,13.14,7.951,22.247,17.804,27.801,14.177,24.345,6.778,300.178,20.2978,47.375
2023-12-31 00:00:00,97.3116,766.57,593.57,380.9046,133.47,188.0806,512.8,78.1548,454.39,195.13,2.0088,7.96,53.7808,13.028,0.798,1.33,0.17,3.195,0.432,3.535,1.0072,78.6876,13.2402,8.0116,22.258,17.812,27.83,14.184,24.357,6.785,300.2178,20.3308,47.4526
2023-12-30 18:00:00,97.3102,766.579,593.5808,380.9512,133.48,188.1774,512.8,78.1466,,195.14,2.0082,7.969,53.7592,13.043,0.797,1.328,0.171,3.214,,,1.0372,81.0316,13.3146,8.057,22.27,17.821,27.83,14.191,24.37,6.785,300.178,20.2978,47.375
2023-12-30 12:00:00,97.31,766.579,593.6,381.0028,133.48,188.2772,512.8,78.1352,454.41,195.14,2.008,7.969,53.743,13.043,0.7952,1.3254,0.171,3.214,0.433,3.543,1.068,83.4376,13.3966,8.1064,22.291,17.821,27.83,14.191,24.393,6.785,300.156,20.2794,47.333
2023-12-30 06:00:00,97.31,766.59,593.62,381.051,133.51,188.381,512.8,78.1484,454.41,195.14,2.008,7.997,53.743,13.088,0.7972,1.3284,0.171,3.214,0.433,3.543,1.1,85.938,13.4732,8.1528,22.313,17.831,27.83,14.199,24.417,6.785,300.118,20.248,47.259
2023-12-30 00:00:00,97.31,766.59,593.63,381.0952,133.51,187.9478,512.8036,78.1378,454.41,195.15,2.008,7.997,53.6576,13.088,0.7958,1.3266,0.171,3.214,0.433,3.543,0.9672,75.5628,13.5434,8.1952,22.324,17.831,27.8408,14.199,24.429,6.7876,300.158,20.281,47.337
2023-12-29 18:00:00,97.3048,766.6,593.64,381.1484,133.51,187.942,512.81,78.1264,454.41,195.15,2.0058,7.997,53.6046,13.088,0.794,1.323,0.171,3.214,0.433,3.543,0.9654,75.4222,13.628,8.2464,22.336,17.84,27.859,14.206,24.442,6.792,300.1384,20.2654,47.2988
2023-12-29 12:00:00,97.3056,766.6,593.66,381.1984,133.51,188.042,512.81,78.119,454.42,195.15,2.006,7.997,53.6522,13.088,0.793,1.322,0.171,3.214,0.434,3.552,0.9954,77.7654,13.7082,8.295,22.358,17.84,27.859,14.206,24.466,6.792,300.105,20.237,47.234
2023-12-29 06:00:00,97.3036,766.61,593.67,381.2394,133.52,188.1436,512.81,78.1278,454.42,195.16,2.0054,8.006,53.6576,13.103,0.7948,1.3246,0.172,3.233,0.434,3.552,1.0262,80.1718,13.774,8.3346,22.369,17.85,27.859,14.214,24.478,6.792,300.066,20.205,47.158
2023-12-29 00:00:00,97.3064,766.62,593.68,381.2902,133.52,187.754,512.81,78.1204,454.43,195.16,2.0066,8.006,53.5938,13.103,0.7932,1.3222,0.172,3.233,0.435,3.56,0.909,71.016,13.8556,8.3842,22.38,17.859,27.859,14.221,24.49,6.792,300.1022,20.2348,47.2284
2023-12-28 18:00:00,97.31,766.62,593.69,381.3432,133.52,187.8962,512.82,78.118,454.43,195.16,2.008,8.006,53.69,13.103,0.793,1.322,0.172,3.233,0.435,3.56,0.9516,74.3438,13.9406,8.4356,22.391,17.859,27.888,14.221,24.502,6.799,300.066,20.205,47.158
2023-12-28 12:00:00,97.31,766.62,593.7,381.3936,133.55,188.0362,512.82,78.1126,454.43,195.17,2.008,8.033,53.7592,13.147,0.7924,1.3208,0.172,3.233,0.435,3.56,0.9936,77.6248,14.0214,8.4846,22.402,17.859,27.888,14.221,24.514,6.799,300.0208,20.1678,47.0706
2023-12-28 06:00:00,97.32,766.63,593.71,381.4272,133.55,188.1796,512.82,78.1194,454.44,195.17,2.013,8.033,53.797,13.147,0.793,1.322,0.172,3.233,0.436,3.568,1.0378,81.0784,14.0758,8.5172,22.413,17.868,27.888,14.228,24.527,6.799,299.9914,20.143,47.0138
2023-12-28 00:00:00,97.3206,766.63,593.72,381.489,133.55,187.851,512.82,78.1204,454.45,195.17,2.0132,8.033,53.8502,13.147,0.7934,1.3224,0.172,3.233,0.437,3.576,0.938,73.281,14.1756,8.5778,22.424,17.868,27.888,14.228,24.539,6.799,300.0228,20.169,47.0744
2023-12-27 18:00:00,97.3278,766.64,593.74,381.539,133.56,187.9986,512.82,78.1264,454.45,195.17,2.0162,8.042,53.909,13.162,0.794,1.323,0.172,3.233,0.437,3.576,0.9824,76.7502,14.2568,8.627,22.446,17.878,27.888,14.236,24.563,6.799,299.982,20.135,46.996
2023-12-27 12:00:00,97.33,766.64,593.75,381.6006,133.56,188.1266,512.83,78.131,454.45,195.18,2.017,8.042,54.0056,13.162,0.795,1.325,0.173,3.252,0.437,3.576,1.021,79.7656,14.3562,8.687,22.457,17.878,27.912,14.236,24.575,6.805,299.9532,20.1122,46.9418
2023-12-27 06:00:00,97.3406,766.64,593.77,381.6438,133.59,188.2298,512.83,78.1424,454.46,195.18,2.0224,8.069,54.118,13.206,0.796,1.327,0.173,3.252,0.438,3.584,1.0532,82.2816,14.426,8.7288,22.48,17.878,27.912,14.236,24.6,6.805,299.91,20.077,46.86
2023-12-27 00:00:00,97.35,766.65,593.7708,381.69,133.59,187.5798,512.83,78.1508,454.46,195.18,2.027,8.069,54.123,13.206,0.7974,1.3288,0.173,3.252,0.438,3.584,0.858,67.031,14.5014,8.775,22.4808,17.886,27.912,14.243,24.6008,6.805,299.99,20.1418,47.011
2023-12-26 18:00:00,97.3568,766.65,593.79,381.7278,133.5958,187.7046,512.83,78.151,454.46,195.19,2.0298,8.0742,54.1656,13.2146,0.7976,1.3292,0.174,3.271,0.438,3.584,0.8944,69.8752,14.5632,8.8124,22.502,17.886,27.912,14.243,24.624,6.805,299.9544,20.113,46.944
2023-12-26 12:00:00,97.35,766.65,593.8,381.78,133.6,187.8132,512.84,78.141,454.46,195.19,2.027,8.078,54.2302,13.221,0.796,1.327,0.174,3.271,0.438,3.584,0.9268,72.4064,14.6484,8.864,22.513,17.886,27.941,14.243,24.636,6.812,299.9162,20.0824,46.8716
2023-12-26 06:00:00,97.35,766.65,593.82,381.8314,133.6,187.9084,512.84,78.1428,454.47,195.2,2.027,8.078,54.2406,13.221,0.7962,1.3272,0.174,3.271,0.439,3.592,0.9554,74.6408,14.732,8.9144,22.536,17.886,27.941,14.243,24.661,6.812,299.878,20.051,46.799
2023-12-26 00:00:00,97.35,766.66,593.83,381.8824,133.63,187.8276,512.84,78.1272,454.47,195.2,2.027,8.105,54.155,13.265,0.7942,1.3234,0.174,3.271,0.439,3.592,0.9312,72.75,14.8152,8.9646,22.547,17.895,27.941,14.25,24.673,6.812,299.8634,20.0394,46.7718
2023-12-25 18:00:00,97.35,766.671,593.84,381.9332,133.63,187.9234,512.84,78.1122,454.47,195.2,2.027,8.105,54.1336,13.265,0.7924,1.3208,0.174,3.271,0.439,3.592,0.9602,75.0156,14.8988,9.0152,22.558,17.905,27.941,14.258,24.685,6.812,299.824,20.0074,46.6974
2023-12-25 12:00:00,97.3498,766.671,593.85,381.9884,133.64,188.026,512.84,78.1034,454.48,195.21,2.0268,8.114,54.1764,13.28,0.791,1.318,0.175,3.289,0.44,3.601,0.9906,77.3908,14.9898,9.0704,22.57,17.905,27.941,14.258,24.698,6.812,299.7814,19.973,46.6166
2023-12-25 06:00:00,97.3498,766.671,593.87,382.03,133.64,188.1334,512.85,78.1,454.48,195.2158,2.0268,8.114,54.1126,13.28,0.791,1.318,0.175,3.289,0.44,3.601,1.023,79.922,15.0582,9.112,22.592,17.905,27.97,14.258,24.722,6.819,299.7528,19.95,46.5628
2023-12-25 00:00:00,97.35,766.68,593.88,382.0726,133.64,187.6704,512.85,78.1004,454.48,195.22,2.027,8.114,54.091,13.28,0.791,1.318,0.176,3.308,0.44,3.601,0.884,69.0626,15.1286,9.1546,22.603,17.914,27.97,14.265,24.734,6.819,299.7992,19.9874,46.6504
2023-12-24 18:00:00,97.34,766.68,593.89,382.1282,133.67,187.8334,512.85,78.0992,454.49,195.22,2.022,8.141,54.1018,13.324,0.791,1.318,0.176,3.308,0.44,3.601,0.933,72.891,15.2204,9.2102,22.614,17.914,27.97,14.265,24.747,6.819,299.761,19.956,46.578
2023-12-24 12:00:00,97.34,766.68,593.9022,382.1714,133.67,188.0084,512.85,78.0982,454.4986,195.22,2.022,8.141,54.118,13.324,0.7908,1.3178,0.176,3.308,0.441,3.609,0.9852,76.9686,15.2916,9.253,22.6274,17.914,27.97,14.265,24.7616,6.819,299.722,19.925,46.505
2023-12-24 06:00:00,97.34,766.69,593.91,382.2218,133.68,188.1596,512.85,78.0986,454.5,195.23,2.022,8.15,54.118,13.339,0.791,1.318,0.176,3.308,0.441,3.609,1.0316,80.5938,15.3758,9.3038,22.636,17.923,27.97,14.272,24.771,6.819,299.6816,19.892,46.4282
2023-12-24 00:00:00,97.34,766.7,593.92,382.2688,133.69,187.948,512.85,78.1048,454.5,195.23,2.022,8.16,54.0478,13.355,0.7918,1.3196,0.176,3.308,0.441,3.609,0.9674,75.5782,15.4536,9.351,22.648,17.933,27.97,14.28,24.784,6.819,299.6932,19.9016,46.45
2023-12-23 18:00:00,97.3382,766.7,593.94,382.301,133.7,188.061,512.86,78.1094,454.51,195.2396,2.0212,8.169,53.9944,13.37,0.792,1.32,0.177,3.327,0.442,3.617,1.001,78.203,15.5072,9.3834,22.67,17.933,27.994,14.28,24.808,6.825,299.657,19.872,46.382
2023-12-23 12:00:00,97.3344,766.7,593.95,382.3652,133.71,188.1462,512.86,78.1192,454.51,195.24,2.0194,8.178,54.0424,13.385,0.793,1.322,0.177,3.327,0.442,3.617,1.0272,80.25,15.6144,9.4482,22.681,17.933,27.994,14.28,24.82,6.825,299.616,19.8392,46.3042
2023-12-23 06:00:00,97.3304,766.711,593.96,382.4088,133.716,188.2324,512.86,78.1226,454.52,195.2482,2.0172,8.1834,54.037,13.3934,0.794,1.323,0.177,3.327,0.443,3.625,1.0538,82.3284,15.6872,9.4928,22.693,17.943,27.994,14.288,24.833,6.825,299.5656,19.7986,46.2092
2023-12-23 00:00:00,97.33,766.72,593.97,382.4602,133.72,188.082,512.86,78.1294,454.52,195.251,2.017,8.187,53.9624,13.399,0.7948,1.3246,0.1776,3.3384,0.443,3.625,1.008,78.75,15.7734,9.5446,22.704,17.951,27.994,14.294,24.845,6.825,299.5714,19.8026,46.2198
2023-12-22 18:00:00,97.33,766.72,593.98,382.5068,133.7222,188.181,512.86,78.1356,454.52,195.26,2.017,8.189,53.957,13.4024,0.7952,1.3254,0.178,3.346,0.443,3.625,1.038,81.094,15.8518,9.5918,22.715,17.951,27.994,14.294,24.857,6.825,299.534,19.7728,46.1492
2023-12-22 12:00:00,97.3228,766.72,593.99,382.5572,133.75,188.271,512.866,78.1358,454.53,195.2626,2.0144,8.215,53.8986,13.445,0.7956,1.3262,0.178,3.346,0.444,3.633,1.066,83.281,15.9364,9.6432,22.726,17.951,28.0114,14.294,24.869,6.8292,299.4982,19.7436,46.0818
2023-12-22 06:00:00,97.32,766.73,594.0,382.603,133.75,188.3562,512.87,78.1372,454.53,195.2666,2.013,8.215,53.9408,13.445,0.796,1.327,0.1786,3.3574,0.444,3.633,1.0932,85.4066,16.0134,9.69,22.738,17.961,28.023,14.302,24.882,6.832,299.4456,19.701,45.9822
2023-12-22 00:00:00,97.3204,766.7242,594.01,382.645,133.758,188.2564,512.8692,78.1348,454.53,195.271,2.0132,8.2222,53.8716,13.457,0.7952,1.3254,0.179,3.365,0.444,3.633,1.0614,82.922,16.0842,9.7328,22.749,17.955,28.0214,14.2976,24.894,6.8316,299.4342,19.6918,45.9606
2023-12-21 18:00:00,97.3204,766.7534,594.02,382.694,133.76,188.3108,512.87,78.131,454.54,195.2606,2.013,8.224,53.8132,13.46,0.795,1.325,0.178,3.346,0.445,3.642,1.0782,84.2346,16.1672,9.783,22.76,17.9812,28.023,14.3186,24.906,6.832,299.411,19.6728,45.9168
2023-12-21 12:00:00,97.3198,766.751,594.03,382.7462,133.7744,188.3674,512.8704,78.1242,454.54,195.274,2.0128,8.2374,53.7754,13.4816,0.794,1.323,0.179,3.365,0.445,3.642,1.0962,85.6406,16.2558,9.8362,22.772,17.979,28.0246,14.3168,24.919,6.8324,299.3708,19.6408,45.8406
2023-12-21 06:00:00,97.32,766.76,594.05,382.7924,133.79,188.401,512.8762,78.1282,454.55,195.282,2.013,8.252,53.8556,13.506,0.7946,1.3242,0.1794,3.3722,0.446,3.65,1.106,86.406,16.3348,9.8844,22.794,17.988,28.0412,14.324,24.943,6.8364,299.352,19.625,45.805
2023-12-21 00:00:00,97.32,766.782,594.05,382.833,133.79,188.261,512.87,78.1344,454.55,195.2814,2.013,8.252,53.813,13.506,0.795,1.325,0.1792,3.3686,0.446,3.65,1.063,83.047,16.4038,9.926,22.794,18.008,28.023,14.3396,24.943,6.832,299.3422,19.6174,45.7866
2023-12-20 18:00:00,97.312,766.8,594.07,382.8822,133.7992,188.2884,512.88,78.1446,454.56,195.2838,2.009,8.2602,53.797,13.5188,0.7968,1.3278,0.1798,3.3794,0.447,3.658,1.0714,83.7032,16.4874,9.9768,22.816,18.025,28.052,14.353,24.968,6.839,299.3138,19.5944,45.7332
2023-12-20 12:00:00,97.31,766.8,594.08,382.9334,133.8032,188.141,512.88,78.151,454.56,195.2896,2.008,8.264,53.77,13.5252,0.7976,1.3292,0.18,3.383,0.447,3.658,1.025,80.078,16.575,10.0294,22.828,18.025,28.052,14.353,24.981,6.839,299.3118,19.5928,45.7296
2023-12-20 06:00:00,97.31,766.821,594.09,382.9784,133.8266,188.171,512.88,78.1576,454.56,195.2912,2.008,8.2856,53.754,13.5606,0.798,1.33,0.18,3.383,0.447,3.658,1.035,80.859,16.6526,10.0764,22.839,18.0438,28.052,14.3686,24.993,6.839,299.2688,19.5582,45.6482
2023-12-20 00:00:00,97.3102,766.84,594.1,383.02,133.8294,188.191,512.88,78.152,454.56,195.29,2.0082,8.2884,53.7538,13.5652,0.798,1.33,0.18,3.383,0.447,3.658,1.041,81.328,16.7242,10.12,22.85,18.061,28.052,14.382,25.005,6.839,299.2434,19.5372,45.5998
2023-12-19 18:00:00,97.3106,766.86,594.104,383.0622,133.83,188.2386,512.89,78.1442,454.57,195.3,2.0084,8.289,53.6738,13.566,0.7968,1.3278,0.181,3.402,0.447,3.658,1.0556,82.4688,16.7966,10.1638,22.8548,18.08,28.08,14.397,25.0102,6.846,299.217,19.5158,45.5502
2023-12-19 12:00:00,97.3072,766.87,594.12,383.1056,133.84,188.0422,512.89,78.1462,454.57,195.3,2.0066,8.298,53.7116,13.581,0.797,1.328,0.181,3.402,0.447,3.658,0.9956,77.7812,16.8712,10.2088,22.873,18.089,28.08,14.404,25.03,6.846,299.222,19.52,45.56
2023-12-19 06:00:00,97.3056,766.87,594.13,383.1518,133.85,188.091,512.89,78.1488,454.58,195.31,2.0062,8.307,53.7168,13.596,0.797,1.328,0.181,3.402,0.448,3.666,1.01,78.906,16.9508,10.257,22.884,18.089,28.08,14.404,25.042,6.846,299.1896,19.4936,45.4982
2023-12-19 00:00:00,97.3086,766.9,594.13,383.1966,133.86,188.1524,512.89,78.143,454.57,195.31,2.0074,8.316,53.6578,13.61,0.7962,1.3272,0.181,3.402,0.447,3.658,1.0298,80.4532,17.029,10.3044,22.884,18.116,28.08,14.426,25.042,6.846,299.1556,19.4666,45.4342
2023-12-18 18:00:00,97.3012,766.91,594.15,383.2452,133.87,188.231,512.89,78.1396,454.58,195.31,2.0042,8.325,53.5776,13.625,0.796,1.327,0.181,3.402,0.448,3.666,1.0534,82.2972,17.1136,10.3554,22.907,18.126,28.08,14.434,25.067,6.846,299.128,19.4436,45.3822
2023-12-18 12:00:00,97.3,766.921,594.16,383.2864,133.87,188.101,512.89,78.1374,454.58,195.31,2.004,8.325,53.6046,13.625,0.796,1.327,0.181,3.402,0.448,3.666,1.013,79.141,17.1852,10.399,22.919,18.136,28.08,14.442,25.08,6.846,299.1224,19.4388,45.3712
2023-12-18 06:00:00,97.3,766.9344,594.17,383.3356,133.87,188.1904,512.9,78.1314,454.59,195.32,2.004,8.325,53.61,13.625,0.795,1.325,0.182,3.421,0.449,3.674,1.0408,81.3124,17.2712,10.4506,22.93,18.1484,28.105,14.4516,25.092,6.852,299.098,19.419,45.325
2023-12-18 00:00:00,97.3,766.95,594.1776,383.3842,133.88,188.2812,512.9,78.1362,,195.32,2.004,8.335,53.4974,13.642,0.7958,1.3266,0.182,3.421,,,1.0692,83.5316,17.3554,10.502,22.9384,18.163,28.105,14.463,25.1012,6.852,299.0534,19.3834,45.2408
2023-12-17 18:00:00,97.2952,766.95,594.19,383.4358,133.88,188.3742,512.9,78.1356,,195.32,2.0016,8.335,53.4866,13.642,0.7956,1.3262,0.182,3.421,,,1.098,85.7812,17.4462,10.5566,22.953,18.163,28.105,14.463,25.117,6.852,299.0198,19.356,45.1776
2023-12-17 12:00:00,97.293,766.961,594.19,383.4792,133.88,188.101,512.9,78.1384,,195.33,2.0002,8.335,53.5452,13.642,0.796,1.327,0.183,3.44,,,1.013,79.141,17.5228,10.6032,22.953,18.173,28.105,14.471,25.117,6.852,299.0514,19.3818,45.2372
2023-12-17 06:00:00,97.294,766.97,594.21,383.5254,133.89,188.185,512.91,78.1408,,195.33,2.0008,8.344,53.5346,13.656,0.796,1.327,0.183,3.44,,,1.0392,81.1876,17.6044,10.6526,22.975,18.182,28.134,14.478,25.142,6.859,299.0228,19.3584,45.1832
2023-12-17 00:00:00,97.2936,766.97,594.21,383.5712,133.89,188.259,512.91,78.1528,454.61,195.33,2.0006,8.344,53.4436,13.656,0.798,1.33,0.183,3.44,0.451,3.691,1.0624,83.0002,17.6852,10.7014,22.975,18.182,28.134,14.478,25.142,6.859,298.9808,19.3248,45.1046
2023-12-16 18:00:00,97.29,766.98,594.22,383.6206,133.89,188.3324,512.91,78.1692,454.61,195.33,1.999,8.344,53.4118,13.656,0.8,1.333,0.183,3.44,0.451,3.691,1.0844,84.7192,17.7722,10.754,22.986,18.19,28.134,14.485,25.154,6.859,298.9498,19.3006,45.0474
2023-12-16 12:00:00,97.2898,766.99,594.24,383.6652,133.91,188.241,512.92,78.1764,454.62,195.34,1.9988,8.362,53.476,13.686,0.801,1.335,0.183,3.44,0.452,3.699,1.056,82.5,17.8514,10.8022,23.009,18.199,28.162,14.492,25.179,6.866,298.9444,19.2962,45.0376
2023-12-16 06:00:00,97.29,766.99,594.24,383.7132,133.91,188.301,512.92,78.1724,454.62,195.34,1.999,8.362,53.4706,13.686,0.8002,1.3334,0.183,3.44,0.452,3.699,1.075,83.984,17.937,10.8542,23.009,18.199,28.162,14.492,25.179,6.866,298.909,19.269,44.973
2023-12-16 00:00:00,97.29,767.0,594.2412,383.7612,133.91,188.351,512.93,78.1684,454.6212,195.35,1.999,8.362,53.4168,13.686,0.8,1.333,0.184,3.459,0.452,3.699,1.091,85.234,18.023,10.9058,23.0104,18.209,28.191,14.5,25.1804,6.873,298.8734,19.2404,44.907
2023-12-15 18:00:00,97.2816,767.01,594.26,383.8052,133.91,188.391,512.93,78.1526,454.63,195.35,1.9948,8.362,53.3476,13.686,0.798,1.33,0.184,3.459,0.453,3.707,1.103,86.172,18.1014,10.9532,23.031,18.218,28.191,14.507,25.203,6.873,298.838,19.2128,44.842
2023-12-15 12:00:00,97.28,767.01,594.27,383.8548,133.9112,188.151,512.94,78.1388,454.63,195.3598,1.994,8.3632,53.3852,13.6878,0.796,1.327,0.184,3.459,0.453,3.707,1.029,80.391,18.19,11.0068,23.043,18.218,28.216,14.507,25.216,6.879,298.8524,19.224,44.8684
2023-12-15 06:00:00,97.29,767.02,594.28,383.9024,133.9166,188.201,512.94,78.135,454.64,195.3608,1.999,8.3686,53.4976,13.6966,0.795,1.325,0.1842,3.4626,0.454,3.715,1.044,81.563,18.275,11.0584,23.054,18.227,28.216,14.514,25.228,6.879,298.8158,19.1952,44.801
2023-12-15 00:00:00,97.291,767.0228,594.28,383.9446,133.9168,188.225,512.94,78.1308,454.64,195.36,1.9994,8.3686,53.5344,13.6964,0.795,1.325,0.184,3.459,0.454,3.715,1.0516,82.1564,18.351,11.1046,23.054,18.23,28.216,14.5164,25.228,6.879,298.7818,19.1682,44.7384
2023-12-14 18:00:00,97.2956,767.03,594.29,383.983,133.92,188.2726,512.95,78.1318,454.65,195.3698,2.0018,8.371,53.5776,13.7,0.795,1.325,0.185,3.477,0.455,3.723,1.0666,83.328,18.4206,11.1464,23.066,18.237,28.244,14.522,25.241,6.886,298.7664,19.1556,44.71
2023-12-14 12:00:00,97.3,767.03,594.3,384.0212,133.92,188.0322,512.951,78.135,454.65,195.37,2.004,8.371,53.583,13.7,0.7952,1.3254,0.185,3.477,0.455,3.723,0.9924,77.5312,18.4896,11.1882,23.077,18.237,28.2476,14.522,25.253,6.8868,298.786,19.171,44.746
2023-12-14 06:00:00,97.308,767.0364,594.3,384.0438,133.9328,188.0766,512.95,78.1388,454.6508,195.3714,2.0072,8.3832,53.6204,13.7204,0.796,1.327,0.185,3.477,0.455,3.723,1.006,78.594,18.5304,11.2128,23.077,18.2434,28.244,14.527,25.253,6.886,298.754,19.1462,44.6872
2023-12-14 00:00:00,97.31,767.0512,594.3,384.103,133.937,188.1802,512.943,78.1434,454.66,195.3754,2.008,8.3872,53.6738,13.7268,0.7964,1.3274,0.1852,3.4808,0.455,3.723,1.0378,81.0784,18.6374,11.2776,23.077,18.257,28.2248,14.5378,25.253,6.8812,298.7264,19.1246,44.6368
2023-12-13 18:00:00,97.3112,767.0654,594.31,384.1536,133.95,188.3468,512.94,78.1558,454.6668,195.388,2.0088,8.399,53.6686,13.746,0.798,1.33,0.1862,3.4998,0.456,3.732,1.0898,85.1404,18.729,11.3328,23.089,18.27,28.216,14.5484,25.266,6.879,298.7016,19.1052,44.5912
2023-12-13 12:00:00,97.3108,767.079,594.32,384.1994,133.95,188.45,512.94,78.1652,454.6684,195.3904,2.0084,8.399,53.6522,13.746,0.799,1.332,0.186,3.496,0.456,3.732,1.1218,87.6404,18.8124,11.3836,23.1,18.283,28.216,14.559,25.278,6.879,298.684,19.0914,44.5586
2023-12-13 06:00:00,97.32,767.09,594.32,384.2272,133.95,188.4682,512.93,78.17,454.6712,195.39,2.013,8.399,53.7916,13.746,0.8,1.333,0.186,3.496,0.4564,3.7352,1.1274,88.0782,18.863,11.4142,23.1,18.293,28.191,14.567,25.278,6.873,298.6432,19.0592,44.4834
2023-12-13 00:00:00,97.3206,767.09,594.33,384.2818,133.9588,187.2846,512.93,78.1662,454.68,195.39,2.0132,8.4078,53.9092,13.761,0.7992,1.3322,0.186,3.496,0.457,3.74,0.7736,60.4376,18.9624,11.4742,23.112,18.293,28.191,14.567,25.291,6.873,298.8312,19.2072,44.8294
2023-12-12 18:00:00,97.33,767.1,594.33,384.3278,133.96,187.4306,512.92,78.1648,454.69,195.4,2.017,8.409,54.0214,13.763,0.799,1.332,0.187,3.515,0.458,3.748,0.8154,63.7032,19.046,11.5248,23.112,18.302,28.162,14.574,25.291,6.866,298.8122,19.1922,44.7944
2023-12-12 12:00:00,97.317,767.1,594.33,384.3702,133.96,187.3574,512.91,78.165,454.69,195.4,2.0116,8.409,54.1072,13.763,0.799,1.332,0.187,3.515,0.458,3.748,0.7942,62.0466,19.1232,11.5712,23.112,18.302,28.134,14.574,25.291,6.859,298.831,19.207,44.829
2023-12-12 06:00:00,97.34,767.12,594.33,384.4106,133.96,187.5766,512.91,78.1606,454.7,195.41,2.022,8.409,54.155,13.763,0.799,1.332,0.188,3.534,0.459,3.756,0.8568,66.9374,19.1972,11.6166,23.112,18.321,28.134,14.589,25.291,6.859,298.8084,19.1892,44.7876
2023-12-12 00:00:00,97.3552,767.14,594.33,384.45,133.96,187.8278,512.9,78.1596,454.7,195.4036,2.0292,8.409,54.2834,13.763,0.7988,1.3316,0.187,3.515,0.459,3.756,0.9316,72.7814,19.2694,11.66,23.112,18.34,28.105,14.604,25.291,6.852,298.7792,19.1662,44.7336
