,080581-002-ANA006,081419-003-ANA005,082687-001-ANA015,083036-001-ANA023,170600-001-ANA021,171899-003-ANA007,250753-004-ANA010,430430-001-ANA002,430496-001-ANA001,430537-001-ANA006,CALC000004,CALC000005,CALC000041,CALC000046,CALC000092,CALC000103,CALC000108,CALC000120,CALC000123,CALC000125,CALC000126,CALC000143,CALC000145,CALC000152,CALC000713,CALC000722,CALC000735,CALC000698,CALC000697,CALC000699,171169-001-ANA009,CALC000168,CALC000158
2025-04-08 18:00:00,100.49,791.961,629.33,416.4088,151.92,188.301,526.06,82.92,467.86,212.59,3.737,39.757,99.893,65.069,1.204,2.007,2.92,54.887,2.997,24.525,1.075,83.984,120.7378,73.0594,97.784,57.4,78.425,45.708,107.005,19.12,322.6298,44.7428,104.4292
2025-04-08 12:00:00,100.48,791.921,629.33,416.4698,151.92,188.061,526.058,82.9128,467.86,212.58,3.73,39.757,99.9572,65.069,1.203,2.005,2.917,54.831,2.997,24.525,1.001,78.203,121.036,73.2398,97.784,57.305,78.4144,45.632,107.005,19.1174,322.4796,44.5372,103.9498
2025-04-08 06:00:00,100.4816,791.87,629.35,416.4332,151.92,188.191,526.0428,82.9036,467.85,212.57,3.7312,39.757,100.0162,65.069,1.2012,2.0018,2.914,54.774,2.994,24.501,1.041,81.328,120.8572,73.1314,97.85,57.184,78.3362,45.536,107.077,19.0984,322.4546,44.503,103.87
2025-04-08 00:00:00,100.5128,791.829,629.36,416.4468,151.91,188.0796,526.03,82.9042,467.84,212.55,3.7528,39.729,100.374,65.023,1.201,2.002,2.908,54.662,2.991,24.476,1.0066,78.6408,120.924,73.1722,97.883,57.087,78.273,45.458,107.113,19.083,322.343,44.3504,103.5142
2025-04-07 18:00:00,100.5106,791.789,629.36,416.521,151.91,188.221,526.02,82.8956,467.83,212.54,3.7514,39.729,100.455,65.023,1.2,2.0,2.905,54.605,2.988,24.452,1.05,82.031,121.287,73.392,97.883,56.992,78.224,45.383,107.113,19.071,322.1336,44.0646,102.8462
2025-04-07 12:00:00,100.5098,791.75,629.37,416.575,151.88,188.171,526.01,82.8884,467.82,212.53,3.7508,39.647,100.4812,64.889,1.198,1.997,2.902,54.549,2.985,24.427,1.035,80.859,121.5522,73.552,97.916,56.899,78.171,45.309,107.149,19.058,321.9814,43.8568,102.3618
2025-04-07 06:00:00,100.4984,791.711,629.3894,416.5198,151.88,188.291,526.0008,82.8818,467.81,212.514,3.7428,39.647,100.4972,64.889,1.1972,1.9954,2.8972,54.4584,2.982,24.403,1.072,83.75,121.2812,73.3882,97.979,56.808,78.1252,45.236,107.2188,19.047,321.9708,43.8426,102.3284
2025-04-07 00:00:00,100.5202,791.68,629.39,416.5548,151.88,188.1168,525.99,82.8692,467.8,212.51,3.7582,39.647,100.588,64.889,1.195,1.992,2.896,54.436,2.979,24.378,1.018,79.5312,121.453,73.4922,97.981,56.735,78.072,45.178,107.221,19.034,321.8336,43.6588,101.8994
2025-04-06 18:00:00,100.52,791.64,629.41,416.5892,151.87,188.3018,525.98,82.8572,467.79,212.5,3.758,39.62,100.588,64.845,1.1926,1.9876,2.893,54.38,2.976,24.354,1.0754,84.0154,121.6216,73.5942,98.047,56.641,78.023,45.103,107.293,19.022,321.6996,43.479,101.48
2025-04-06 12:00:00,100.5004,791.6,629.4114,416.5582,151.87,188.1918,525.97,82.844,467.78,212.4888,3.7442,39.62,100.631,64.845,1.19,1.983,2.8896,54.3156,2.973,24.329,1.0414,81.3592,121.4696,73.5022,98.0516,56.547,77.974,45.028,107.298,19.01,321.692,43.469,101.456
2025-04-06 06:00:00,100.51,791.56,629.44,416.5036,151.849,188.2734,525.96,82.8356,467.77,212.47,3.751,39.5622,100.6524,64.7498,1.189,1.982,2.884,54.211,2.97,24.304,1.067,83.3594,121.2018,73.3398,98.146,56.452,77.925,44.953,107.401,18.998,321.692,43.469,101.456
2025-04-06 00:00:00,100.53,791.52,629.45,416.4452,151.84,188.3318,525.94,82.823,467.76,212.46,3.765,39.538,100.7112,64.71,1.186,1.977,2.881,54.154,2.967,24.28,1.0844,84.7192,120.9158,73.167,98.179,56.358,77.822,44.878,107.437,18.973,321.6908,43.4674,101.4522
2025-04-05 18:00:00,100.5288,791.48,629.47,416.3842,151.84,188.391,525.93,82.8082,467.75,212.44,3.7642,39.538,100.6312,64.71,1.1838,1.9728,2.875,54.041,2.964,24.255,1.103,86.172,120.6176,72.9866,98.245,56.264,77.773,44.803,107.509,18.961,321.6826,43.4562,101.4264
2025-04-05 12:00:00,100.51,791.44,629.49,416.3294,151.83,188.169,525.91,82.7946,467.739,212.42,3.751,39.511,100.588,64.666,1.181,1.968,2.869,53.929,2.9606,24.2276,1.0344,80.8122,120.35,72.8246,98.31,56.171,77.674,44.729,107.581,18.937,321.705,43.486,101.497
2025-04-05 06:00:00,100.5018,791.4,629.5,416.2742,151.8,188.2564,525.89,82.7796,467.72,212.41,3.745,39.429,100.588,64.532,1.1786,1.9642,2.866,53.872,2.955,24.182,1.0612,82.9062,120.0806,72.6618,98.343,56.077,77.576,44.654,107.617,18.913,321.7022,43.4824,101.4882
2025-04-05 00:00:00,100.52,791.37,629.52,416.2146,151.8,188.1426,525.87,82.762,467.71,212.39,3.758,39.429,100.6096,64.532,1.175,1.958,2.86,53.759,2.952,24.157,1.0262,80.1718,119.7904,72.4862,98.409,56.007,77.473,44.598,107.689,18.888,321.7188,43.5042,101.5396
2025-04-04 18:00:00,100.52,791.3356,629.54,416.152,151.79,188.1124,525.86,82.7456,467.6904,212.37,3.758,39.402,100.5988,64.488,1.172,1.953,2.854,53.647,2.946,24.108,1.0164,79.4062,119.4854,72.3014,98.476,55.9266,77.424,44.5346,107.762,18.876,321.725,43.513,101.559
2025-04-04 12:00:00,100.51,791.3,629.55,416.082,151.79,188.2254,525.85,82.7302,467.68,212.35,3.751,39.402,100.5026,64.488,1.169,1.948,2.848,53.534,2.943,24.083,1.0514,82.1406,119.1448,72.0954,98.509,55.843,77.375,44.468,107.798,18.864,321.705,43.486,101.497
2025-04-04 06:00:00,100.5102,791.2704,629.56,416.0254,151.76,188.3288,525.84,82.7134,467.67,212.34,3.751,39.32,100.5294,64.354,1.166,1.943,2.845,53.477,2.94,24.059,1.0836,84.6566,118.8706,71.9294,98.542,55.7738,77.326,44.4128,107.834,18.852,321.7008,43.4806,101.4836
2025-04-04 00:00:00,100.5244,791.2324,629.538,416.0012,151.76,188.2124,525.83,82.6902,467.66,212.31,3.7612,39.32,100.6204,64.354,1.1622,1.9368,2.836,53.308,2.937,24.034,1.0476,81.8438,118.7536,71.8586,98.4692,55.6858,77.276,44.3426,107.7546,18.84,321.666,43.434,101.375
2025-04-03 18:00:00,100.5214,791.18,629.52,415.9354,151.75,188.281,525.81,82.668,467.64,212.2956,3.759,39.292,100.6204,64.308,1.158,1.93,2.8318,53.2292,2.931,23.985,1.069,83.516,118.4344,71.6656,98.409,55.564,77.178,44.246,107.689,18.816,321.6586,43.4242,101.3516
2025-04-03 12:00:00,100.51,791.1204,629.5,415.8718,151.75,188.3268,525.8,82.6436,467.6272,212.28,3.751,39.292,100.5772,64.308,1.1536,1.9226,2.828,53.158,2.9272,23.9544,1.083,84.6096,118.1268,71.4794,98.343,55.426,77.129,44.1358,107.617,18.804,321.64,43.399,101.293
2025-04-03 06:00:00,100.5188,791.079,629.48,415.804,151.72,188.3874,525.79,82.6264,467.61,212.26,3.7572,39.211,100.6204,64.175,1.1504,1.9174,2.822,53.045,2.922,23.912,1.1022,86.1096,117.7994,71.2814,98.277,55.331,77.075,44.06,107.545,18.791,321.633,43.389,101.271
2025-04-03 00:00:00,100.5302,791.05,629.4576,415.7262,151.71,188.1608,525.77,82.6034,467.59,212.24,3.7652,39.183,100.749,64.129,1.146,1.91,2.816,52.932,2.916,23.863,1.0322,80.6406,117.424,71.0542,98.204,55.263,76.977,44.006,107.4644,18.767,321.6696,43.4388,101.3858
2025-04-02 18:00:00,100.53,791.01,629.43,415.651,151.71,188.251,525.76,82.5816,467.58,212.2168,3.765,39.183,100.775,64.129,1.142,1.903,2.809,52.801,2.913,23.838,1.059,82.734,117.0616,70.8348,98.113,55.171,76.928,43.933,107.365,18.755,321.666,43.434,101.375
2025-04-02 12:00:00,100.53,790.961,629.39,415.5746,151.68,188.011,525.74,82.557,467.56,212.19,3.765,39.102,100.8074,63.997,1.1376,1.8962,2.801,52.65,2.907,23.789,0.986,77.031,116.6946,70.6128,97.981,55.058,76.829,43.843,107.221,18.731,321.686,43.461,101.437
2025-04-02 06:00:00,100.5292,790.91,629.3564,415.4974,151.67,188.171,525.72,82.536,467.54,212.17,3.7646,39.075,100.588,63.953,1.134,1.89,2.795,52.538,2.901,23.74,1.035,80.859,116.3236,70.3882,97.871,54.942,76.731,43.75,107.1,18.707,321.6736,43.444,101.3982
2025-04-02 00:00:00,100.5202,790.86,629.32,415.4232,151.67,188.0212,525.7,82.5128,467.52,212.14,3.7582,39.075,100.54,63.953,1.1294,1.8824,2.786,52.368,2.895,23.691,0.9894,77.297,115.9684,70.1734,97.751,54.826,76.628,43.658,106.969,18.682,321.692,43.469,101.456
2025-04-01 18:00:00,100.53,790.81,629.29,415.3488,151.64,188.0878,525.69,82.488,467.5,212.12,3.765,38.994,100.615,63.82,1.125,1.875,2.78,52.256,2.89,23.65,1.0092,78.8436,115.6124,69.9578,97.652,54.712,76.579,43.567,106.861,18.67,321.692,43.469,101.456
2025-04-01 12:00:00,100.51,790.77,629.27,415.2742,151.63,188.1782,525.68,82.4678,467.48,212.0966,3.751,38.967,100.524,63.776,1.1218,1.8696,2.773,52.124,2.884,23.601,1.0372,81.0314,115.2556,69.742,97.587,54.62,76.53,43.494,106.789,18.658,321.673,43.443,101.396
2025-04-01 06:00:00,100.51,790.7214,629.25,415.204,151.6,188.311,525.6632,82.4522,467.46,212.0708,3.751,38.886,100.508,63.643,1.1188,1.8646,2.7652,51.9776,2.878,23.552,1.078,84.219,114.921,69.5396,97.521,54.509,76.4514,43.4054,106.717,18.6388,321.664,43.4312,101.3686
2025-04-01 00:00:00,100.524,790.69,629.24,415.1274,151.6,188.025,525.65,82.4336,467.44,212.05,3.761,38.886,100.6418,63.643,1.115,1.858,2.759,51.861,2.872,23.502,0.9906,77.3906,114.5558,69.3184,97.488,54.437,76.386,43.348,106.681,18.623,321.705,43.486,101.497
2025-03-31 18:00:00,100.529,790.6432,629.22,415.049,151.59,188.1058,525.64,82.4112,467.42,212.03,3.7644,38.859,100.615,63.599,1.111,1.852,2.753,51.748,2.866,23.453,1.0146,79.2658,114.1832,69.093,97.423,54.3308,76.337,43.2636,106.61,18.611,321.705,43.486,101.497
2025-03-31 12:00:00,100.51,790.6,629.2048,414.9658,151.56,188.2282,525.62,82.3886,467.4,212.01,3.751,38.777,100.5346,63.465,1.107,1.845,2.747,51.635,2.861,23.412,1.0522,82.2034,113.7888,68.8544,97.373,54.232,76.239,43.185,106.5554,18.587,321.6854,43.46,101.4352
2025-03-31 06:00:00,100.5,790.552,629.2,414.8918,151.55,188.4078,525.61,82.37,467.3794,211.9868,3.744,38.75,100.492,63.421,1.1038,1.8396,2.7404,51.5116,2.8548,23.3614,1.109,86.641,113.4378,68.642,97.357,54.1228,76.189,43.0978,106.538,18.575,321.676,43.4474,101.406
2025-03-31 00:00:00,100.5206,790.5164,629.19,414.8056,151.5254,188.2268,525.59,82.3452,467.35,211.96,3.7584,38.684,100.6204,63.3126,1.099,1.832,2.733,51.372,2.846,23.29,1.052,82.1874,113.031,68.396,97.324,54.0418,76.091,43.0336,106.502,18.551,321.6898,43.4658,101.449
2025-03-30 18:00:00,100.5292,790.4788,629.17,414.7136,151.5126,188.4042,525.58,82.3186,467.3288,211.94,3.7646,38.6494,100.5772,63.2562,1.094,1.823,2.727,51.259,2.8398,23.2392,1.1074,86.5156,112.5966,68.133,97.259,53.9572,76.042,42.9658,106.431,18.539,321.6806,43.4532,101.42
2025-03-30 12:00:00,100.5,790.4212,629.16,414.6294,151.486,188.5006,525.56,82.2936,467.3,211.91,3.744,38.5772,100.508,63.1376,1.0898,1.8166,2.718,51.09,2.832,23.175,1.138,88.906,112.2006,67.8934,97.227,53.8266,75.943,42.8624,106.395,18.515,321.666,43.434,101.375
2025-03-30 06:00:00,100.4998,790.38,629.1492,414.5408,151.4748,188.3088,525.54,82.2726,467.28,211.8896,3.7438,38.5476,100.492,63.0894,1.0858,1.8096,2.7128,50.9922,2.826,23.126,1.0778,84.203,111.7844,67.6414,97.1914,53.734,75.845,42.788,106.3562,18.491,321.6798,43.4522,101.4176
2025-03-30 00:00:00,100.5296,790.332,629.13,414.439,151.4516,188.091,525.524,82.2458,467.25,211.86,3.7648,38.4852,100.615,62.9874,1.081,1.802,2.704,50.827,2.817,23.052,1.01,78.906,111.308,67.3532,97.129,53.625,75.7666,42.7016,106.288,18.4718,321.6964,43.4748,101.4698
2025-03-29 18:00:00,100.52,790.284,629.11,414.3408,151.4308,188.1824,525.51,82.2144,467.22,211.83,3.758,38.4294,100.5188,62.896,1.075,1.792,2.695,50.658,2.809,22.987,1.0384,81.1252,110.849,67.0756,97.063,53.5168,75.697,42.6156,106.216,18.455,321.6836,43.4576,101.4296
2025-03-29 12:00:00,100.5086,790.2238,629.0956,414.2354,151.4052,188.2668,525.49,82.184,467.1932,211.8,3.7498,38.3608,100.5134,62.7836,1.0696,1.7826,2.686,50.489,2.801,22.9214,1.065,83.203,110.3582,66.7784,97.0156,53.3816,75.599,42.5078,106.1642,18.431,321.6594,43.4252,101.354
2025-03-29 06:00:00,100.5106,790.2004,629.0764,414.1324,151.3854,188.3424,525.4718,82.1562,467.17,211.7734,3.7512,38.3078,100.5454,62.6972,1.0644,1.7738,2.6788,50.3532,2.7942,22.8656,1.0876,84.9688,109.8794,66.4886,96.9532,53.3288,75.5102,42.4658,106.0958,18.4094,321.6458,43.4066,101.3112
2025-03-29 00:00:00,100.53,790.0932,629.03,414.0202,151.36,188.0326,525.45,82.1212,467.134,211.74,3.765,38.24,100.7542,62.586,1.058,1.763,2.669,50.169,2.7838,22.7806,0.9926,77.5468,109.36,66.1746,96.802,53.0892,75.402,42.2748,105.93,18.383,321.679,43.451,101.415
2025-03-28 18:00:00,100.53,790.0648,628.99,413.9014,151.35,188.141,525.42,82.0868,467.1,211.7012,3.765,38.213,100.722,62.542,1.052,1.753,2.6582,49.9658,2.774,22.7,1.025,80.078,108.8108,65.8422,96.671,53.0256,75.258,42.2244,105.787,18.348,321.6586,43.424,101.3516
2025-03-28 12:00:00,100.5184,790.01,628.95,413.778,151.31,188.2632,525.3958,82.0488,467.07,211.67,3.7568,38.106,100.722,62.367,1.045,1.742,2.649,49.793,2.765,22.627,1.0638,83.1094,108.2432,65.499,96.54,52.903,75.1396,42.127,105.644,18.319,321.633,43.389,101.271
2025-03-28 06:00:00,100.51,789.95,628.914,413.6514,151.2792,188.4168,525.37,82.017,467.03,211.63,3.751,38.0238,100.722,62.2324,1.039,1.732,2.637,49.568,2.754,22.537,1.112,86.875,107.6624,65.1472,96.4228,52.77,75.012,42.021,105.516,18.288,321.6194,43.3712,101.2288
2025-03-28 00:00:00,100.5352,789.89,628.8632,413.5076,151.24,188.021,525.34,81.9808,466.99,211.5984,3.769,37.919,100.749,62.061,1.0324,1.7208,2.6284,49.4058,2.743,22.447,0.989,77.266,107.0048,64.7494,96.2582,52.637,74.869,41.915,105.3352,18.253,321.6436,43.4036,101.3044
2025-03-27 18:00:00,100.53,789.82,628.82,413.368,151.2,188.0934,525.3076,81.9348,466.95,211.5584,3.765,37.813,100.7328,61.887,1.024,1.707,2.6166,49.1844,2.732,22.357,1.0108,78.9686,106.3698,64.365,96.117,52.481,74.7128,41.791,105.181,18.215,321.64,43.399,101.293
2025-03-27 12:00:00,100.516,789.75,628.77,413.2184,151.16,188.3016,525.27,81.8978,466.91,211.51,3.7554,37.707,100.722,61.714,1.0168,1.6946,2.603,48.929,2.72,22.259,1.0766,84.1094,105.6738,63.944,95.954,52.3252,74.528,41.6664,105.003,18.17,321.614,43.364,101.212
2025-03-27 06:00:00,100.52,789.6784,628.7156,413.0612,151.12,188.4854,525.24,81.85,466.86,211.48,3.758,37.5972,100.6842,61.5338,1.009,1.682,2.594,48.759,2.706,22.144,1.1336,88.5628,104.9626,63.5136,95.7692,52.16,74.385,41.5352,104.8,18.135,321.601,43.347,101.171
2025-03-27 00:00:00,100.53,789.6036,628.65,412.8798,151.08,188.1532,525.2,81.8008,466.81,211.43,3.765,37.495,100.7594,61.367,0.9998,1.6666,2.58,48.496,2.692,22.029,1.0298,80.4534,104.1644,63.0306,95.566,52.0032,74.192,41.4104,104.578,18.088,321.64,43.399,101.293
2025-03-26 18:00:00,100.5306,789.528,628.59,412.693,151.04,188.0654,525.16,81.7526,466.76,211.39,3.7656,37.389,100.7436,61.193,0.9908,1.6516,2.568,48.271,2.678,21.915,1.0024,78.3124,103.3276,62.5244,95.371,51.8376,73.999,41.2784,104.365,18.041,321.6612,43.4276,101.3598
2025-03-26 12:00:00,100.5204,789.43,628.5144,412.4908,150.99,188.2578,525.1168,81.6994,466.71,211.3302,3.7582,37.258,100.7436,60.979,0.981,1.635,2.551,47.951,2.664,21.8,1.0618,82.9532,102.4258,61.9786,95.127,51.624,73.7874,41.108,104.0974,17.9894,321.6502,43.4126,101.3252
2025-03-26 06:00:00,100.516,789.344,628.536,412.277,150.9234,188.5216,525.07,81.6454,466.6556,211.28,3.755,37.083,100.6738,60.6926,0.971,1.6182,2.536,47.669,2.6488,21.676,1.1452,89.4688,101.477,61.4042,95.1968,51.4358,73.564,40.9582,104.1736,17.935,321.6372,43.3952,101.2844
2025-03-26 00:00:00,100.54,789.26,628.6844,412.0612,150.8704,188.2102,525.02,81.5916,466.59,211.23,3.772,36.9432,100.8236,60.4638,0.9612,1.6022,2.522,47.406,2.63,21.522,1.047,81.797,100.5232,60.8272,95.677,51.252,73.326,40.812,104.6994,17.877,321.666,43.434,101.375
2025-03-25 18:00:00,100.5438,789.1564,628.8212,411.826,150.8,188.3686,524.97,81.5224,466.53,211.1668,3.7752,36.76,100.9144,60.164,0.9488,1.5816,2.504,47.0674,2.614,21.391,1.0964,85.6562,99.4886,60.2014,96.121,51.0282,73.084,40.6338,105.1854,17.818,321.647,43.408,101.315
2025-03-25 12:00:00,100.53,789.05,628.9462,411.5724,150.7212,188.473,524.91,81.4586,466.46,211.1,3.765,36.5542,100.749,59.8272,0.937,1.562,2.484,46.692,2.595,21.236,1.129,88.203,98.3798,59.5302,96.5278,50.799,72.801,40.451,105.6306,17.749,321.6174,43.3686,101.2226
2025-03-25 06:00:00,100.521,788.946,629.0128,411.307,150.665,188.2798,524.85,81.3904,466.39,211.0392,3.7586,36.4082,100.7328,59.588,0.9246,1.5412,2.4668,46.3682,2.576,21.08,1.0688,83.5004,97.2252,58.8314,96.7452,50.5742,72.514,40.2722,105.868,17.679,321.633,43.389,101.271
2025-03-25 00:00:00,100.53,788.8358,628.92,411.0148,150.566,188.3382,524.78,81.3214,466.3108,210.9644,3.765,36.1524,100.7646,59.1692,0.912,1.52,2.4458,45.9738,2.5542,20.9016,1.0864,84.8752,95.9632,58.0682,96.442,50.3378,72.178,40.0838,105.537,17.597,321.607,43.355,101.19
2025-03-24 18:00:00,100.5388,788.7104,628.81,410.6984,150.48,188.4518,524.706,81.2434,466.23,210.89,3.7714,35.93,100.7542,58.805,0.8976,1.4962,2.426,45.602,2.532,20.72,1.1224,87.6874,94.6046,57.2462,96.085,50.0706,71.8304,39.871,105.146,17.5122,321.5804,43.3192,101.107
2025-03-24 12:00:00,100.53,788.583,628.694,410.3342,150.39,188.401,524.6,81.1524,466.14,210.8042,3.765,35.7,100.7912,58.429,0.8812,1.4684,2.4024,45.158,2.508,20.524,1.106,86.406,93.0524,56.3068,95.7082,49.7986,71.329,39.6548,104.7334,17.39,321.5496,43.2778,101.01
2025-03-24 06:00:00,100.53,788.4574,628.5572,409.9706,150.28,188.4072,524.53,81.0482,466.0452,210.7204,3.765,35.418,100.8128,57.967,0.8622,1.4372,2.38,44.737,2.482,20.311,1.1088,86.6252,91.5166,55.377,95.2658,49.5326,71.001,39.443,104.249,17.31,321.522,43.2408,100.924
2025-03-24 00:00:00,100.54,788.3252,628.362,409.6326,150.19,188.0604,524.45,80.9524,465.469,210.6348,3.772,35.189,100.968,57.592,0.8454,1.4088,2.3564,44.2932,2.331,19.075,1.0012,78.2188,90.1084,54.525,94.6354,49.2544,70.628,39.2212,103.56,17.219,321.5392,43.264,100.978
2025-03-23 18:00:00,100.55,788.1882,628.1384,409.2758,150.0666,188.2466,524.3648,80.8598,465.469,210.5356,3.78,34.8764,101.0858,57.081,0.833,1.388,2.3296,43.7894,2.331,19.075,1.0578,82.6404,88.6488,53.6422,93.917,48.9662,70.2304,38.992,102.7734,17.1222,321.5082,43.2226,100.8806
2025-03-23 12:00:00,100.5608,788.035,627.8884,408.8746,149.92,188.351,524.2756,80.7596,465.469,210.432,3.7876,34.508,101.3848,56.478,0.8184,1.3638,2.3024,43.2784,2.331,19.075,1.091,85.234,87.0404,52.6686,93.118,48.6466,69.814,38.7374,101.8994,17.0206,321.4644,43.1632,100.7432
2025-03-23 06:00:00,100.54,787.8756,627.627,408.4988,149.8262,188.391,524.1696,80.6488,465.469,210.3304,3.772,34.2726,100.8612,56.0926,0.8026,1.3376,2.2752,42.7668,2.331,19.075,1.103,86.172,85.556,51.7706,92.2868,48.3162,69.3214,38.474,100.9896,16.9006,321.4254,43.1112,100.6212
2025-03-23 00:00:00,100.541,787.7286,627.3876,408.1962,149.71,188.3908,524.07,80.5272,465.4232,210.22,3.773,33.983,100.9468,55.619,0.785,1.3082,2.246,42.218,2.3196,18.9818,1.103,86.172,84.3712,51.0536,91.5296,48.0122,68.864,38.2318,100.1608,16.789,321.393,43.068,100.52
2025-03-22 18:00:00,100.55,787.5808,627.1668,407.8814,149.59,188.4754,524.0,80.3866,465.32,210.1244,3.78,33.686,101.043,55.133,0.7646,1.2742,2.2204,41.737,2.293,18.764,1.1298,88.2658,83.149,50.314,90.8348,47.7094,68.544,37.9908,99.4008,16.711,321.361,43.025,100.42
2025-03-22 12:00:00,100.55,787.4208,626.9256,407.5312,149.44,188.6482,523.93,80.2084,465.2076,210.03,3.78,33.316,101.0592,54.527,0.739,1.2318,2.196,41.278,2.2646,18.5318,1.1856,92.625,81.8032,49.4996,90.0796,47.3816,68.22,37.7298,98.5742,16.632,321.317,42.966,100.2824
2025-03-22 06:00:00,100.55,787.246,626.66,407.1542,149.2714,188.832,523.86,79.961,465.084,209.9256,3.78,32.9034,101.15,53.8516,0.7034,1.1724,2.1702,40.7932,2.2328,18.2718,1.2458,97.3284,80.3698,48.6322,89.2524,47.026,67.9,37.4466,97.669,16.554,321.2588,42.8876,100.1
2025-03-22 00:00:00,100.5698,787.0762,626.3592,406.745,149.0398,188.9512,523.7808,79.6802,464.946,209.81,3.7938,32.3416,101.283,52.9324,0.6626,1.1042,2.143,40.282,2.1988,17.9934,1.2842,100.3286,78.8334,47.7024,88.322,46.6842,67.5422,37.1744,96.6506,16.4668,321.2072,42.8182,99.9386
2025-03-21 18:00:00,100.57,786.8956,626.0158,406.268,148.7528,188.992,523.7004,79.5218,464.7998,209.694,3.794,31.6546,101.3692,51.8078,0.6398,1.0662,2.1152,39.7594,2.1628,17.6984,1.2984,101.4374,77.0644,46.6322,87.2666,46.3216,67.1756,36.8858,95.4958,16.3774,321.1266,42.7106,99.6864
2025-03-21 12:00:00,100.5692,786.6942,625.6006,405.8348,148.348,189.031,523.62,79.4884,464.63,209.5712,3.7934,30.6992,101.4116,50.2442,0.635,1.058,2.0862,39.2146,2.1202,17.3504,1.31,102.344,75.4792,45.673,86.0018,45.9196,66.809,36.5658,94.1118,16.288,321.0156,42.5614,99.3386
2025-03-21 06:00:00,100.54,786.4946,625.1988,405.5,147.8836,188.9838,523.5052,79.4412,464.462,209.47,3.772,29.6244,100.8928,48.4848,0.628,1.047,2.062,38.759,2.0796,17.018,1.2952,101.1876,74.2678,44.9402,84.7894,45.5238,66.2948,36.2508,92.785,16.1626,320.9208,42.4368,99.0476
2025-03-21 00:00:00,100.53,786.3916,625.0028,405.19,147.5564,188.941,523.45,79.4072,464.36,209.3728,3.765,28.8818,100.7594,47.2696,0.623,1.038,2.0398,38.342,2.055,16.817,1.281,100.078,73.1566,44.2676,84.2022,45.3214,66.046,36.0896,92.1422,16.102,320.8624,42.3602,98.8692
2025-03-20 18:00:00,100.5306,786.2904,624.7956,404.8832,147.2776,188.8366,523.4036,79.3914,464.2632,209.29,3.7654,28.2578,100.7752,46.2484,0.621,1.035,2.021,37.989,2.0316,16.625,1.2468,97.4064,72.0668,43.6082,83.5846,45.1228,65.8364,35.9312,91.4664,16.051,320.8,42.2784,98.678
2025-03-20 12:00:00,100.5394,786.182,624.5688,404.5542,146.996,188.6894,523.36,79.377,464.16,209.2,3.7716,27.6382,100.7858,45.2346,0.619,1.032,2.0,37.594,2.007,16.424,1.1986,93.6408,70.9094,42.9078,82.9122,44.9118,65.644,35.763,90.7308,16.004,320.7296,42.1864,98.4628
2025-03-20 06:00:00,100.54,786.07,624.3134,404.2042,146.6772,188.543,523.315,79.3656,464.056,209.1016,3.772,26.947,100.8664,44.1032,0.617,1.028,1.9774,37.1694,1.9822,16.2206,1.1516,89.9688,69.6902,42.17,82.1596,44.693,65.4402,35.589,89.907,15.9544,320.6454,42.0758,98.2052
2025-03-20 00:00:00,100.5488,785.9582,624.0128,403.841,146.2958,188.5142,523.27,79.3602,463.9316,209.0,3.779,26.1386,101.0052,42.7802,0.616,1.027,1.954,36.729,1.9532,15.9836,1.1422,89.2346,68.439,41.413,81.2794,44.4766,65.242,35.4166,88.944,15.906,320.559,41.9624,97.9406
2025-03-19 18:00:00,100.5488,785.8464,623.6604,403.5048,145.7838,188.4214,523.23,79.353,463.8072,208.91,3.779,25.0866,100.9838,41.0584,0.6152,1.0254,1.936,36.391,1.9242,15.7464,1.1132,86.9686,67.2936,40.7198,80.257,44.2602,65.062,35.2446,87.8252,15.862,320.4468,41.8156,97.5974
2025-03-19 12:00:00,100.53,785.7448,623.338,403.212,145.1778,188.3394,523.19,79.3474,463.692,208.834,3.765,23.8894,100.6896,39.099,0.6148,1.0246,1.9198,36.0862,1.8974,15.5272,1.0866,84.8908,66.3056,40.122,79.329,44.0642,64.885,35.0882,86.8098,15.819,320.3272,41.659,97.2314
2025-03-19 06:00:00,100.53,785.66,623.1384,402.999,144.7536,188.3258,523.15,79.3436,463.62,208.788,3.765,23.0798,100.6472,37.774,0.614,1.023,1.9106,35.9134,1.88,15.385,1.0826,84.5782,65.5928,39.6908,78.7584,43.902,64.709,34.959,86.185,15.776,320.2648,41.5766,97.0404
2025-03-19 00:00:00,100.53,785.59,623.0012,402.8248,144.56,188.2218,523.11,79.3446,463.56,208.74,3.765,22.719,100.7166,37.183,0.614,1.023,1.9,35.714,1.866,15.27,1.0504,82.0624,65.0132,39.3398,78.3674,43.769,64.532,34.853,85.7576,15.733,320.2656,41.5778,97.0428
2025-03-18 18:00:00,100.53,785.52,622.9028,402.6566,144.52,188.3596,523.07,79.3456,463.51,208.6996,3.765,22.644,100.6472,37.061,0.614,1.023,1.892,35.564,1.855,15.18,1.0938,85.4534,64.4562,39.0032,78.0888,43.634,64.352,34.746,85.4526,15.689,320.2506,41.5582,96.9968
2025-03-18 12:00:00,100.5272,785.45,622.8208,402.4864,144.48,188.1418,523.03,79.3462,463.46,208.65,3.7634,22.57,100.6096,36.939,0.6142,1.0234,1.882,35.376,1.844,15.09,1.0254,80.1092,63.896,38.6638,77.8562,43.501,64.176,34.64,85.1984,15.646,320.2774,41.5932,97.0792
